creditscore,geography,gender,age,tenure,balance,numofproducts,has_credit_card,is_active_member,estimatedsalary,churn,complain,satisfaction_score,card_type,point_earned,age_group,tenure_group,high_balance_flag,engagement_score,low_satisfaction_flag,single_product_flag,salary_segment,risk_score,churn_probability,risk_segment
714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,0,2,PLATINUM,952,Mid-Age,,1,2,1,1,High,2,0.00012036512361091766,Low Risk
759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,0,4,SILVER,312,Mid-Age,Established,1,3,0,1,Medium,1,3.451259888451543e-05,Low Risk
582,France,Male,29,0,0.0,1,1,0,142516.35,0,0,2,GOLD,352,Young,,0,2,1,1,High,3,9.988661635031048e-05,Low Risk
697,France,Female,34,2,126558.92,1,1,0,73334.43,0,0,5,PLATINUM,809,Mid-Age,New,1,2,0,1,Medium,2,0.007717645667065902,Low Risk
610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,0,4,DIAMOND,913,Senior,Established,1,2,0,0,High,0,0.07104765859967925,Low Risk
488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0,0,1,GOLD,935,Mid-Age,Early,1,2,1,1,Medium,3,0.00018425111112695995,Low Risk
599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1,1,3,DIAMOND,726,Senior,Established,1,2,0,1,Low,1,0.9533908650473959,High Risk
781,France,Male,32,6,147107.91,1,1,1,40066.95,0,0,1,PLATINUM,740,Mid-Age,Established,1,3,1,1,Low,2,3.593289517776054e-07,Low Risk
645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0,5,GOLD,796,Young,Established,1,1,0,1,High,2,0.10757081867297354,Low Risk
545,France,Female,55,5,0.0,1,0,0,10034.77,1,1,5,DIAMOND,524,Senior,Early,0,0,0,1,Low,2,0.99999886199625,High Risk
597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,0,3,PLATINUM,701,Mid-Age,Established,1,2,0,0,High,1,0.004853294021795831,Low Risk
561,Spain,Female,28,3,0.0,2,1,0,191387.76,0,0,1,DIAMOND,276,Young,Early,0,2,1,0,High,2,7.543289036348841e-05,Low Risk
662,France,Female,37,6,0.0,2,1,0,51229.17,0,0,5,PLATINUM,526,Mid-Age,Established,0,2,0,0,Low,1,0.0076879803219874485,Low Risk
649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1,1,5,DIAMOND,312,Senior,Early,1,2,0,1,Medium,1,0.9979150818945933,High Risk
630,France,Female,36,2,110414.48,1,1,1,48984.95,0,0,3,SILVER,882,Mid-Age,New,1,3,0,1,Low,1,2.1694084573288798e-05,Low Risk
672,Spain,Male,33,2,0.0,2,1,1,182738.0,0,0,4,SILVER,609,Mid-Age,New,0,3,0,0,High,0,1.3164206250584428e-05,Low Risk
636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0,0,3,SILVER,638,Mid-Age,Established,1,3,0,1,High,1,5.2431173890073754e-05,Low Risk
593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0,0,2,GOLD,891,Mid-Age,Early,0,3,1,1,Medium,2,4.924956759405556e-06,Low Risk
545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0,0,3,GOLD,577,Mid-Age,Established,0,3,0,0,High,0,3.989367976946439e-05,Low Risk
567,Spain,Female,41,1,0.0,2,1,0,3414.72,0,0,5,SILVER,684,Mid-Age,New,0,2,0,0,Low,1,0.009828624425500435,Low Risk
583,France,Male,51,6,125268.03,2,1,0,165082.25,0,0,4,PLATINUM,837,Senior,Established,1,2,0,0,High,1,0.026008285641605417,Low Risk
681,France,Female,29,2,148143.84,1,1,1,52021.39,0,0,5,SILVER,394,Young,New,1,3,0,1,Low,1,0.00014636688640865908,Low Risk
762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0,0,3,PLATINUM,931,Young,Established,1,2,0,0,High,1,0.0004310236200867678,Low Risk
648,Spain,Male,35,7,0.0,2,0,0,122899.01,0,0,2,DIAMOND,878,Mid-Age,Established,0,1,1,0,Medium,2,0.002999123214871402,Low Risk
644,France,Male,30,5,44928.88,1,1,1,10771.46,0,0,4,PLATINUM,528,Young,Early,0,3,0,1,Low,1,1.4464778949454005e-05,Low Risk
706,Spain,Male,29,2,0.0,2,1,1,18255.51,0,0,1,SILVER,868,Young,New,0,3,1,0,Low,1,3.0624664106014344e-07,Low Risk
850,France,Male,35,3,162442.35,1,1,0,183566.78,0,0,3,GOLD,801,Mid-Age,Early,1,2,0,1,High,2,0.0009130135053857807,Low Risk
484,Spain,Female,39,5,0.0,2,1,1,175224.12,0,0,2,SILVER,740,Mid-Age,Early,0,3,1,0,High,1,2.156635845946394e-06,Low Risk
508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0,0,2,PLATINUM,371,Young,,0,2,1,0,High,2,0.0003571302368491463,Low Risk
439,France,Female,29,6,156569.43,1,1,0,180598.66,0,0,2,GOLD,939,Young,Established,1,2,1,1,High,3,0.00023415109407160317,Low Risk
484,Spain,Male,36,8,0.0,2,1,0,186136.48,0,0,1,PLATINUM,512,Mid-Age,Established,0,2,1,0,High,2,2.054303643452714e-05,Low Risk
803,Spain,Female,37,1,0.0,2,0,0,7455.2,0,0,4,SILVER,663,Mid-Age,New,0,1,0,0,Low,1,0.1752737567150818,Low Risk
724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1,1,1,PLATINUM,356,Senior,Established,1,2,1,0,Medium,1,0.7913131453698731,High Risk
640,France,Male,33,7,154575.76,1,1,0,25722.28,1,1,5,GOLD,762,Mid-Age,Established,1,1,0,1,Low,2,0.9975984368784425,High Risk
701,Spain,Female,35,9,0.0,2,0,0,170996.86,0,0,3,DIAMOND,303,Mid-Age,Established,0,1,0,0,High,1,0.0581830604325661,Low Risk
537,France,Male,37,3,0.0,2,1,1,20603.32,0,0,2,SILVER,847,Mid-Age,Early,0,3,1,0,Low,1,1.2167876949647644e-06,Low Risk
651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,0,5,SILVER,637,Young,Early,1,1,0,1,High,2,0.40208362826943217,Medium Risk
523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1,1,3,SILVER,844,Mid-Age,,1,0,0,1,Medium,2,0.9999603157517546,High Risk
717,France,Female,25,7,108664.85,2,1,0,190011.85,0,0,3,PLATINUM,433,Young,Established,1,2,0,0,High,1,0.001493545152308975,Low Risk
593,Spain,Male,44,5,0.0,1,1,0,128046.98,0,0,2,SILVER,569,Mid-Age,Early,0,2,1,1,Medium,3,6.90510790052092e-05,Low Risk
706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0,0,3,DIAMOND,826,Mid-Age,Early,1,3,0,0,High,0,3.9113300315994474e-05,Low Risk
714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1,1,4,PLATINUM,381,Senior,Early,0,1,0,1,Low,2,0.9999151314391832,High Risk
794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0,0,4,PLATINUM,814,Mid-Age,Established,1,2,0,1,Low,2,0.001155734684193567,Low Risk
518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1,1,2,SILVER,734,Senior,Early,1,0,1,1,Medium,3,0.9999440198152564,High Risk
589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1,1,5,PLATINUM,248,Senior,Established,1,1,0,1,Low,2,0.9999416818496619,High Risk
824,France,Male,45,3,129209.48,1,0,0,60151.77,0,0,2,DIAMOND,907,Mid-Age,Early,1,1,1,1,Low,3,0.012303603086548126,Low Risk
719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,1,5,PLATINUM,512,Mid-Age,Early,1,1,0,0,High,1,0.9998565641792857,High Risk
617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1,1,2,PLATINUM,452,Senior,Early,1,1,1,0,Low,2,0.9994264711178212,High Risk
651,France,Male,35,7,74623.5,3,1,0,129451.29,1,1,2,SILVER,515,Mid-Age,Established,0,1,1,0,Medium,2,0.9282331698287386,High Risk
637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,1,4,DIAMOND,546,Mid-Age,New,1,2,0,1,High,1,0.9119127201933789,High Risk
554,France,Female,26,7,92606.86,2,1,0,192709.69,0,0,3,SILVER,675,Young,Established,0,2,0,0,High,1,0.0015356205782047583,Low Risk
731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,0,1,PLATINUM,561,Mid-Age,New,1,2,1,0,High,2,0.00013210208554837092,Low Risk
569,Spain,Female,42,1,0.0,1,1,1,83629.6,1,1,2,PLATINUM,748,Mid-Age,New,0,2,1,1,Medium,2,0.16749830990678072,Low Risk
625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0,0,2,SILVER,251,Mid-Age,Early,1,2,1,1,Low,3,0.0007809292192053226,Low Risk
592,France,Female,38,4,0.0,2,1,0,35338.96,0,0,4,SILVER,305,Mid-Age,Early,0,2,0,0,Low,1,0.004724367764365677,Low Risk
669,France,Male,43,1,163159.85,1,0,1,15602.8,0,0,5,PLATINUM,952,Mid-Age,New,1,2,0,1,Low,1,0.005387740758137302,Low Risk
663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0,0,5,PLATINUM,723,Mid-Age,Early,1,3,0,1,High,1,0.00010315671375318905,Low Risk
518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0,0,4,PLATINUM,911,Mid-Age,Early,1,2,0,1,Medium,2,0.009955542957190871,Low Risk
686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,0,5,DIAMOND,546,Mid-Age,Early,1,3,0,0,High,0,0.0007101103018299557,Low Risk
709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,1,5,GOLD,254,Mid-Age,Early,1,2,0,1,Low,1,0.9661333900823752,High Risk
571,France,Female,33,9,0.0,2,0,1,77519.62,0,0,2,PLATINUM,702,Mid-Age,Established,0,2,1,0,Medium,1,7.798945863028607e-05,Low Risk
707,France,Female,31,2,82787.93,2,0,0,91423.69,0,0,5,PLATINUM,585,Mid-Age,New,0,1,0,0,Medium,1,0.31221536346708384,Medium Risk
701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,0,5,PLATINUM,763,Mid-Age,Early,1,1,0,1,Medium,2,0.2852487150987959,Low Risk
672,France,Male,34,9,0.0,2,1,0,161800.77,0,0,3,GOLD,239,Mid-Age,Established,0,2,0,0,High,1,0.0004869768179885748,Low Risk
620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,1,1,PLATINUM,637,Mid-Age,Established,1,1,1,1,Medium,3,0.9105845229308914,High Risk
557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,0,5,PLATINUM,933,Senior,Established,0,3,0,0,High,0,0.00020809817404581708,Low Risk
648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,1,3,DIAMOND,884,Senior,Established,1,1,0,1,High,2,0.9995552643099527,High Risk
479,France,Female,35,2,113090.4,1,1,0,195649.79,0,0,4,GOLD,889,Mid-Age,New,1,2,0,1,High,2,0.004067954177890759,Low Risk
730,France,Female,22,9,65763.57,1,1,1,145792.01,0,0,5,SILVER,447,Young,Established,0,3,0,1,High,1,5.46664695259838e-05,Low Risk
737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,1,2,GOLD,316,Mid-Age,New,1,1,1,1,High,3,0.992497141689188,High Risk
616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0,5,SILVER,499,Mid-Age,Early,0,2,0,0,High,1,0.004749907207659536,Low Risk
639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,0,3,PLATINUM,293,Young,Early,1,2,0,0,Medium,1,0.0006654351810515064,Low Risk
815,Spain,Female,39,6,0.0,1,1,1,85167.88,0,0,4,DIAMOND,818,Mid-Age,Established,0,3,0,1,Medium,1,2.506530278049267e-05,Low Risk
786,Spain,Male,31,9,0.0,2,1,1,18210.36,0,0,1,SILVER,400,Mid-Age,Established,0,3,1,0,Low,1,1.9293579711258686e-07,Low Risk
549,France,Male,50,9,94748.76,2,0,1,13608.18,0,0,1,GOLD,291,Senior,Established,0,2,1,0,Low,1,0.0003373975871161942,Low Risk
622,France,Female,38,4,98640.74,1,1,1,110457.99,0,0,3,SILVER,304,Mid-Age,Early,1,3,0,1,Medium,1,2.4314711834654983e-05,Low Risk
624,France,Male,26,9,74681.9,2,0,0,31231.35,0,0,4,PLATINUM,316,Young,Established,0,1,0,0,Low,1,0.06699251929492586,Low Risk
841,France,Male,34,4,0.0,2,1,0,141582.66,0,0,3,DIAMOND,572,Mid-Age,Early,0,2,0,0,High,1,0.0006953417003355573,Low Risk
614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1,1,3,GOLD,451,Mid-Age,Established,1,0,0,1,Low,2,0.9999315920896871,High Risk
676,France,Male,30,1,128207.23,1,1,1,55400.17,0,0,2,GOLD,523,Young,New,1,3,1,1,Low,2,1.3837816445904282e-06,Low Risk
697,France,Male,42,9,132739.26,2,0,0,174667.65,0,0,1,PLATINUM,222,Mid-Age,Established,1,1,1,0,High,2,0.004045249685564687,Low Risk
732,France,Female,40,10,0.0,2,1,0,154189.08,0,0,5,DIAMOND,938,Mid-Age,Established,0,2,0,0,High,1,0.007886685842390646,Low Risk
623,France,Male,27,4,120509.81,1,0,0,142170.44,0,0,2,GOLD,408,Young,Early,1,1,1,1,High,3,0.00651358988985215,Low Risk
541,France,Male,46,4,124547.13,2,1,0,94499.06,0,0,5,GOLD,690,Senior,Early,1,2,0,0,Medium,1,0.04796161070031936,Low Risk
773,Spain,Female,39,4,0.0,2,0,1,182081.45,0,0,2,GOLD,545,Mid-Age,Early,0,2,1,0,High,1,0.00014111082225966632,Low Risk
762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1,1,2,SILVER,448,Mid-Age,Early,0,1,1,0,Medium,2,0.9675107760972964,High Risk
655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,0,1,SILVER,227,Mid-Age,New,0,2,1,0,Medium,2,8.56836819462093e-05,Low Risk
602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,0,5,GOLD,879,Mid-Age,Established,1,2,0,0,Medium,1,0.009580201802465724,Low Risk
850,France,Male,31,3,0.0,2,1,0,121866.87,0,0,1,SILVER,777,Mid-Age,Early,0,2,1,0,Medium,2,2.715441374165617e-05,Low Risk
649,Spain,Male,51,4,0.0,1,1,1,150390.57,0,0,3,PLATINUM,782,Senior,Early,0,3,0,1,High,1,5.26473457620176e-05,Low Risk
850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1,1,2,SILVER,823,Young,Early,1,1,1,1,Low,3,0.9676452604537487,High Risk
543,France,Male,43,9,0.0,2,1,1,78858.07,0,0,5,SILVER,380,Mid-Age,Established,0,3,0,0,Medium,0,4.9836268158328884e-05,Low Risk
672,France,Male,52,8,170008.84,1,0,0,56407.42,1,1,4,SILVER,555,Senior,Established,1,0,0,1,Low,2,0.9999947961870833,High Risk
600,France,Female,27,3,0.0,2,0,1,125698.97,0,0,3,PLATINUM,339,Young,Early,0,2,0,0,Medium,0,0.0009471231770047371,Low Risk
671,Spain,Female,34,10,0.0,1,1,0,23235.38,0,0,5,SILVER,991,Mid-Age,Established,0,2,0,1,Low,2,0.0029305753462431886,Low Risk
706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0,0,5,SILVER,734,Mid-Age,Established,0,3,0,1,Medium,1,8.105875903251088e-05,Low Risk
541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,0,4,PLATINUM,935,Senior,Established,0,2,0,0,High,1,0.045073819121734006,Low Risk
711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0,0,5,DIAMOND,267,Mid-Age,Early,1,3,0,0,Low,0,0.0001833683090550132,Low Risk
630,Spain,Male,30,3,0.0,2,0,1,10486.69,0,0,5,PLATINUM,274,Young,Early,0,2,0,0,Low,0,0.0022935701351874675,Low Risk
531,France,Male,31,3,96288.26,1,1,0,56794.73,0,0,4,DIAMOND,247,Mid-Age,Early,0,2,0,1,Low,2,0.0015500821741350492,Low Risk
641,France,Female,26,4,91547.84,2,0,1,28157.34,0,0,2,PLATINUM,712,Young,Early,0,2,1,0,Low,1,0.00014575487164651845,Low Risk
631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,1,3,DIAMOND,647,Mid-Age,Established,1,0,0,0,High,1,0.9999495769437312,High Risk
685,France,Male,35,9,0.0,1,1,0,167033.83,0,0,5,PLATINUM,980,Mid-Age,Established,0,2,0,1,High,2,0.0017743002358129836,Low Risk
702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0,0,2,GOLD,225,Mid-Age,Established,0,3,1,1,Medium,2,4.2614086697709967e-07,Low Risk
708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1,1,1,PLATINUM,904,Mid-Age,,1,1,1,1,High,3,0.98193247362841,High Risk
653,Spain,Male,55,7,0.0,2,1,1,41967.03,0,0,2,SILVER,581,Senior,Established,0,3,1,0,Low,1,1.0695213936246422e-05,Low Risk
654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,0,5,SILVER,458,Mid-Age,New,1,1,0,0,High,1,0.5534874691165208,Medium Risk
596,France,Female,33,1,138162.81,1,1,0,85412.54,0,0,2,DIAMOND,776,Mid-Age,New,1,2,1,1,Medium,3,0.00022883214960553184,Low Risk
549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0,0,2,DIAMOND,803,Mid-Age,Established,1,3,1,0,Low,1,5.46488505108699e-06,Low Risk
754,France,Male,38,2,0.0,2,1,0,180698.32,0,0,3,GOLD,357,Mid-Age,New,0,2,0,0,High,1,0.0008094408817237469,Low Risk
815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0,0,3,DIAMOND,784,Young,Established,1,3,0,1,High,1,3.767654161476698e-05,Low Risk
556,France,Female,52,9,0.0,1,1,0,175149.2,1,1,1,DIAMOND,570,Senior,Established,0,1,1,1,High,3,0.9889437191288294,High Risk
706,France,Male,32,6,94486.47,1,1,1,146949.74,0,0,5,DIAMOND,904,Mid-Age,Established,0,3,0,1,High,1,3.648720907793366e-05,Low Risk
850,France,Male,46,9,117640.39,1,1,0,88920.68,0,0,2,PLATINUM,935,Senior,Established,1,2,1,1,Medium,3,0.0005452253273374818,Low Risk
732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0,0,5,PLATINUM,473,Mid-Age,Established,1,3,0,1,Low,1,5.509682920720841e-05,Low Risk
614,France,Male,40,6,0.0,1,1,1,20339.79,1,1,4,PLATINUM,438,Mid-Age,Established,0,2,0,1,Low,1,0.6552471720691301,High Risk
580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,0,5,GOLD,419,Senior,,1,2,0,1,Medium,1,0.12358505916931051,Low Risk
593,France,Female,46,7,98752.51,1,1,0,145560.38,0,0,3,SILVER,442,Senior,Established,1,2,0,1,High,2,0.016844397861368765,Low Risk
653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,0,4,GOLD,630,Young,New,1,3,0,0,High,0,0.0001853803705208891,Low Risk
746,France,Female,29,4,105599.67,1,1,1,43106.17,0,0,3,DIAMOND,425,Young,Early,1,3,0,1,Low,1,2.2867790997876482e-05,Low Risk
662,France,Female,29,10,0.0,2,1,0,137508.31,0,0,1,SILVER,934,Young,Established,0,2,1,0,High,2,5.858808460766064e-05,Low Risk
573,France,Male,31,2,0.0,2,1,1,91957.39,0,0,3,PLATINUM,629,Mid-Age,New,0,3,0,0,Medium,0,4.911004244462764e-06,Low Risk
684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0,0,2,SILVER,254,Mid-Age,Early,1,3,1,1,Medium,2,2.7800977383822837e-06,Low Risk
793,France,Female,41,3,141806.46,1,1,0,102921.17,0,0,3,GOLD,447,Mid-Age,Early,1,2,0,1,Medium,2,0.002601244786530129,Low Risk
798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1,1,2,DIAMOND,863,Senior,Early,1,2,1,1,Low,2,0.9033086803211136,High Risk
524,France,Male,40,2,180516.9,1,1,0,180002.42,0,0,4,GOLD,626,Mid-Age,New,1,2,0,1,High,2,0.0029893981226993874,Low Risk
816,France,Male,31,8,0.0,2,1,1,28407.4,0,0,4,SILVER,834,Mid-Age,Established,0,3,0,0,Low,0,1.1164624837207764e-05,Low Risk
742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1,1,1,DIAMOND,334,Mid-Age,Early,0,1,1,1,Medium,2,0.9642409763127533,High Risk
540,France,Male,22,4,0.0,3,1,1,186233.26,1,1,3,PLATINUM,530,Young,Early,0,2,0,0,High,0,0.4351815407396048,Medium Risk
537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1,1,2,PLATINUM,746,Mid-Age,Early,1,1,1,1,Low,3,0.9733122561266633,High Risk
759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,0,1,DIAMOND,793,Elder,Established,1,3,1,1,Low,2,1.3409522474628904e-05,Low Risk
774,France,Female,52,2,56580.93,1,1,0,113266.28,1,1,5,PLATINUM,946,Senior,New,0,1,0,1,Medium,2,0.9998965507787128,High Risk
608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0,0,1,SILVER,246,Mid-Age,Established,1,2,1,0,Medium,2,0.00016681658072687238,Low Risk
704,Spain,Male,37,4,0.0,2,0,0,25684.93,0,0,5,SILVER,439,Mid-Age,Early,0,1,0,0,Low,1,0.1741405366630648,Low Risk
581,France,Male,41,8,0.0,2,0,0,29737.14,0,0,3,GOLD,927,Mid-Age,Established,0,1,0,0,Low,1,0.03903423708466919,Low Risk
628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1,1,5,GOLD,657,Elder,New,1,2,0,1,High,1,0.9966555539193979,High Risk
566,France,Female,42,6,0.0,1,1,0,180702.12,1,1,3,GOLD,420,Mid-Age,Established,0,1,0,1,High,2,0.9950515424541869,High Risk
701,Spain,Male,59,7,0.0,2,0,1,27597.59,0,0,4,SILVER,387,Senior,Established,0,2,0,0,Low,0,0.016282733728800045,Low Risk
735,Spain,Male,29,10,0.0,2,1,1,95025.27,0,0,2,DIAMOND,439,Young,Established,0,3,1,0,Medium,1,4.901896090279306e-07,Low Risk
680,France,Female,34,1,0.0,2,1,0,167035.07,0,0,3,DIAMOND,579,Mid-Age,New,0,2,0,0,High,1,0.0017438556225334509,Low Risk
560,France,Male,57,0,0.0,2,0,1,116781.71,0,0,1,DIAMOND,615,Senior,,0,2,1,0,Medium,1,0.0006597552366538466,Low Risk
663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0,0,4,PLATINUM,368,Young,Early,1,1,0,0,Low,1,0.44203242466308185,Medium Risk
665,France,Female,34,5,67816.72,1,1,1,29641.58,0,0,5,SILVER,310,Mid-Age,Early,0,3,0,1,Low,1,9.354555745587883e-05,Low Risk
758,France,Male,51,8,81710.46,1,1,1,116520.07,0,0,4,PLATINUM,688,Senior,Established,0,3,0,1,Medium,1,0.00014296450988343027,Low Risk
621,France,Male,26,2,75237.54,1,0,1,44220.4,0,0,4,SILVER,459,Young,New,0,2,0,1,Low,1,0.0010442416183954982,Low Risk
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,0,1,SILVER,508,Young,Established,1,2,1,1,High,3,7.584615707019366e-05,Low Risk
537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1,1,3,DIAMOND,649,Senior,Early,1,1,0,1,High,1,0.9997579194086751,High Risk
589,France,Female,46,10,107238.85,2,1,0,37024.28,0,0,5,GOLD,276,Senior,Established,1,2,0,0,Low,1,0.0819963221529703,Low Risk
555,France,Male,24,5,0.0,2,1,0,27513.47,0,0,3,PLATINUM,747,Young,Early,0,2,0,0,Low,1,0.000392174292559761,Low Risk
734,France,Female,29,0,139994.66,1,1,0,17744.72,0,0,2,GOLD,965,Young,,1,2,1,1,Low,3,0.0003099835382539405,Low Risk
783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0,0,2,DIAMOND,841,Senior,Established,1,3,1,1,Low,2,3.2020551467914724e-05,Low Risk
678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1,1,4,DIAMOND,957,Senior,New,1,0,0,1,Medium,2,0.9999991092232153,High Risk
661,France,Male,47,5,0.0,1,0,1,107243.31,1,1,4,DIAMOND,308,Senior,Early,0,1,0,1,Medium,1,0.9991008715355877,High Risk
607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,0,1,DIAMOND,551,Young,Early,1,2,1,1,Medium,2,4.42476115914124e-05,Low Risk
537,Spain,Female,38,1,0.0,2,0,1,41233.97,0,0,5,PLATINUM,818,Mid-Age,New,0,2,0,0,Low,0,0.005167687847705766,Low Risk
513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,0,1,PLATINUM,627,Elder,Established,0,3,1,0,Low,1,6.455815118882785e-06,Low Risk
576,France,Male,63,9,70655.48,1,0,0,78955.8,1,1,2,GOLD,615,Elder,Established,0,0,1,1,Medium,3,0.9997189957570707,High Risk
660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1,1,2,PLATINUM,694,Mid-Age,New,1,1,1,1,Low,3,0.9758571581280636,High Risk
637,France,Male,40,8,125470.81,1,1,1,174536.17,0,0,4,PLATINUM,658,Mid-Age,Established,1,3,0,1,High,1,2.1591914275887207e-05,Low Risk
672,France,Female,53,9,169406.33,4,1,1,147311.47,1,1,4,DIAMOND,232,Senior,Established,1,2,0,0,High,0,0.9950774079764351,High Risk
629,France,Male,32,2,0.0,2,0,1,77965.44,0,0,2,SILVER,627,Mid-Age,New,0,2,1,0,Medium,1,5.2597089578320745e-05,Low Risk
583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0,0,1,GOLD,304,Mid-Age,Early,1,3,1,1,Low,2,1.637464511418363e-06,Low Risk
763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,0,2,GOLD,816,Mid-Age,Established,0,2,1,1,Medium,2,5.2769579297577385e-05,Low Risk
516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,0,2,DIAMOND,528,Mid-Age,Early,1,1,1,0,Medium,2,0.019609742290624954,Low Risk
617,France,Female,27,4,0.0,2,0,0,190269.21,0,0,3,PLATINUM,342,Young,Early,0,1,0,0,High,1,0.0801703277812941,Low Risk
700,France,Male,38,9,65962.63,1,1,1,100950.48,0,0,2,PLATINUM,419,Mid-Age,Established,0,3,1,1,Medium,2,6.659164244353305e-07,Low Risk
727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1,1,3,PLATINUM,357,Mid-Age,Established,1,2,0,1,Medium,1,0.6976525847398521,High Risk
689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,0,5,GOLD,964,Mid-Age,Early,1,2,0,1,Medium,1,0.004207124523889186,Low Risk
626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,0,5,SILVER,398,Senior,Established,1,2,0,0,High,1,0.13795427578010622,Low Risk
686,France,Male,38,6,149238.97,1,1,1,97825.23,0,0,1,SILVER,816,Mid-Age,Established,1,3,1,1,Medium,2,5.39699409056086e-07,Low Risk
351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,1,4,SILVER,453,Senior,Early,1,1,0,1,High,2,0.9999682261670194,High Risk
739,France,Female,37,8,0.0,2,1,0,191557.1,1,1,2,GOLD,829,Mid-Age,Established,0,1,1,0,High,2,0.9517694328019964,High Risk
627,France,Male,32,10,0.0,2,1,0,103287.62,0,0,4,DIAMOND,534,Mid-Age,Established,0,2,0,0,Medium,1,0.0008444747845415702,Low Risk
451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0,0,1,GOLD,628,Mid-Age,Established,0,3,1,1,High,2,1.920959613279545e-06,Low Risk
512,France,Female,41,8,145150.28,1,1,0,64869.32,1,1,4,SILVER,358,Mid-Age,Established,1,1,0,1,Low,2,0.9985180133074422,High Risk
774,France,Female,41,5,126670.37,1,1,0,102426.06,0,0,4,SILVER,795,Mid-Age,Early,1,2,0,1,Medium,2,0.00513914789320253,Low Risk
