creditscore,geography,gender,age,tenure,balance,numofproducts,has_credit_card,is_active_member,estimatedsalary,churn,complain,satisfaction_score,card_type,point_earned,age_group,tenure_group,high_balance_flag,engagement_score,low_satisfaction_flag,single_product_flag,salary_segment,risk_score,churn_probability,risk_segment,clv,retention_priority
505,France,Male,34,10,104498.79,1,0,1,126451.14,0,0,3,DIAMOND,244,Mid-Age,Established,1,2,0,1,Medium,1,0.0003760818135304,Low Risk,117143.904,Low Priority
671,Spain,Female,29,6,0.0,2,0,0,12048.67,0,0,2,GOLD,328,Young,Established,0,1,1,0,Low,2,0.0087521219554574,Low Risk,1204.867,Low Priority
801,France,Male,42,6,0.0,2,1,1,95804.33,0,0,1,SILVER,361,Mid-Age,Established,0,3,1,0,Medium,1,5.608956252783142e-07,Low Risk,9580.433,Low Priority
604,France,Male,26,8,149542.52,2,0,1,197911.52,0,0,1,SILVER,683,Young,Established,1,2,1,0,High,1,3.348095037534669e-05,Low Risk,169333.672,Low Priority
716,France,Female,29,10,87946.39,1,1,1,182531.74,0,0,1,GOLD,660,Young,Established,0,3,1,1,High,2,6.557751669860078e-07,Low Risk,106199.564,Low Priority
624,France,Female,45,3,68639.57,1,1,0,168002.31,1,1,2,DIAMOND,553,Mid-Age,Early,0,1,1,1,High,3,0.979911498545889,High Risk,85439.801,Low Priority
607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0,0,5,GOLD,837,Senior,Early,1,3,0,1,Medium,1,0.0012310877769238,Low Risk,156771.381,Low Priority
827,France,Female,60,2,0.0,2,0,1,60615.83,0,0,3,DIAMOND,750,Senior,New,0,2,0,0,Low,0,0.0246405305670639,Low Risk,6061.5830000000005,Low Priority
606,France,Male,61,5,108166.09,2,0,1,8643.21,0,0,3,DIAMOND,386,Elder,Early,1,2,0,0,Low,0,0.0062357049474528,Low Risk,109030.411,Low Priority
717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0,0,4,GOLD,880,Mid-Age,Early,1,2,0,1,High,2,0.0087729085892632,Low Risk,120431.98000000001,Low Priority
651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1,1,4,SILVER,741,Mid-Age,New,1,0,0,0,High,1,0.9999863539918316,High Risk,152203.61599999998,Critical Priority
691,France,Male,58,3,0.0,1,0,1,194930.3,1,1,2,PLATINUM,974,Senior,Early,0,1,1,1,High,2,0.9910088312387952,High Risk,19493.03,Low Priority
573,France,Female,33,0,90124.64,1,1,0,137476.71,0,0,5,DIAMOND,574,Mid-Age,,0,2,0,1,High,2,0.0121435255385952,Low Risk,103872.311,Low Priority
723,Spain,Male,38,6,0.0,2,1,1,94415.6,0,0,2,PLATINUM,500,Mid-Age,Established,0,3,1,0,Medium,1,6.454385427528516e-07,Low Risk,9441.560000000001,Low Priority
584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1,1,4,PLATINUM,400,Senior,Established,0,1,0,0,Medium,1,0.9999021574787414,High Risk,99398.70700000001,Low Priority
550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1,1,1,SILVER,448,Mid-Age,Established,1,0,1,1,Medium,3,0.9995986260685624,High Risk,121019.932,Low Priority
611,France,Female,61,3,131583.59,4,0,1,66238.23,1,1,3,PLATINUM,755,Elder,Early,1,1,0,0,Low,0,0.9996268981411734,High Risk,138207.413,Critical Priority
549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1,1,5,DIAMOND,793,Mid-Age,Established,0,2,0,0,Medium,0,0.9513314380175152,High Risk,108191.859,Low Priority
850,Spain,Female,24,1,0.0,2,0,1,69052.87,0,0,3,SILVER,888,Young,New,0,2,0,0,Medium,0,0.0006216517873839,Low Risk,6905.287,Low Priority
668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,0,3,GOLD,872,Mid-Age,Early,0,1,0,0,Low,1,0.0894594741633604,Low Risk,85920.46699999999,Low Priority
686,France,Female,43,0,0.0,1,1,1,170072.9,0,0,5,PLATINUM,929,Mid-Age,,0,3,0,1,High,1,0.0001473334219949,Low Risk,17007.29,Low Priority
660,France,Male,50,1,0.0,3,1,1,191849.15,1,1,5,SILVER,967,Senior,New,0,2,0,0,High,0,0.9893247950350464,High Risk,19184.915,Low Priority
682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,0,1,PLATINUM,686,Senior,,1,2,1,1,Medium,2,0.0012758546796989,Low Risk,131141.766,Low Priority
524,France,Male,50,4,0.0,2,1,1,31840.59,1,1,2,SILVER,292,Senior,Early,0,2,1,0,Low,1,0.6320546759167385,High Risk,3184.059,Low Priority
645,France,Female,36,8,0.0,2,1,1,12096.61,1,1,2,PLATINUM,608,Mid-Age,Established,0,2,1,0,Low,1,0.1718421004846118,Low Risk,1209.661,Low Priority
850,France,Male,42,0,0.0,2,1,0,44165.84,0,0,2,SILVER,377,Mid-Age,,0,2,1,0,Low,2,0.0001839043389482,Low Risk,4416.584,Low Priority
537,France,Female,53,3,0.0,1,1,1,91406.62,0,0,4,PLATINUM,238,Senior,Early,0,3,0,1,Medium,1,0.0004664944891365,Low Risk,9140.662,Low Priority
599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0,0,3,PLATINUM,381,Senior,Established,0,2,0,0,Medium,1,0.0099105198598276,Low Risk,90071.061,Low Priority
727,Spain,Male,71,8,0.0,1,1,1,198446.91,1,1,4,GOLD,869,Elder,Established,0,2,0,1,High,1,0.9273157602410526,High Risk,19844.691000000003,Low Priority
756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0,0,2,SILVER,774,Young,New,1,1,1,1,Low,3,0.0056335639075976,Low Risk,145883.318,Low Priority
755,France,Male,38,9,148912.44,1,1,0,80416.16,0,0,3,DIAMOND,416,Mid-Age,Established,1,2,0,1,Medium,2,0.0007286630340012,Low Risk,156954.056,Low Priority
634,Spain,Female,41,4,0.0,2,1,1,164549.74,0,0,4,DIAMOND,311,Mid-Age,Early,0,3,0,0,High,0,5.273846503810561e-05,Low Risk,16454.974,Low Priority
837,France,Male,26,4,89900.24,2,1,0,175477.03,0,0,2,DIAMOND,265,Young,Early,0,2,1,0,High,2,0.0001124137945044,Low Risk,107447.943,Low Priority
727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0,0,5,GOLD,515,Young,Established,1,3,0,0,High,0,0.000336807787108,Low Risk,132817.634,Low Priority
567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0,0,1,SILVER,975,Mid-Age,New,1,2,1,0,Medium,2,0.0003482337548636,Low Risk,114602.446,Low Priority
650,Spain,Female,30,6,0.0,1,0,0,67997.13,1,1,4,GOLD,963,Young,Established,0,0,0,1,Medium,2,0.9999205927131044,High Risk,6799.713000000001,Low Priority
655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0,0,5,GOLD,601,Mid-Age,New,1,3,0,1,Low,1,3.707041895353252e-05,Low Risk,121064.14499999999,Low Priority
763,France,Female,58,9,187911.55,1,0,1,35825.18,0,0,5,PLATINUM,871,Senior,Established,1,2,0,1,Low,1,0.1019380046768718,Low Risk,191494.068,Low Priority
843,France,Female,27,5,0.0,2,1,1,67494.23,0,0,1,DIAMOND,557,Young,Early,0,3,1,0,Medium,1,7.988934735564424e-07,Low Risk,6749.423,Low Priority
667,France,Female,38,6,144432.04,1,1,1,73963.17,1,1,1,SILVER,403,Mid-Age,Established,1,2,1,1,Medium,2,0.1429935005967536,Low Risk,151828.35700000002,Low Priority
705,France,Female,50,4,77065.9,2,0,1,145159.26,0,0,4,PLATINUM,726,Senior,Early,0,2,0,0,High,0,0.0385579382726308,Low Risk,91581.826,Low Priority
660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,0,2,SILVER,988,Young,Established,1,3,1,1,Medium,2,6.443826844818102e-06,Low Risk,192905.348,Low Priority
553,France,Male,42,1,0.0,2,0,0,23822.04,0,0,3,PLATINUM,425,Mid-Age,New,0,1,0,0,Low,1,0.0584039230361415,Low Risk,2382.204,Low Priority
612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,1,4,PLATINUM,705,Senior,Established,1,2,0,1,Low,1,0.9922995056937712,High Risk,134599.891,Low Priority
641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,0,4,DIAMOND,413,Mid-Age,New,1,2,0,1,High,2,0.0158423538274568,Low Risk,126064.004,Low Priority
513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,0,5,SILVER,640,Mid-Age,Early,1,2,0,1,Medium,2,0.0062732495727671,Low Risk,183277.323,Low Priority
680,France,Male,44,7,108724.98,1,0,1,72330.46,0,0,4,GOLD,973,Mid-Age,Established,1,2,0,1,Medium,1,0.001566060804436,Low Risk,115958.026,Low Priority
711,France,Male,58,9,91285.13,2,1,1,26767.85,0,0,3,DIAMOND,949,Senior,Established,0,3,0,0,Low,0,0.0001374061797095,Low Risk,93961.91500000001,Low Priority
689,Spain,Male,40,2,0.0,2,1,1,164768.82,0,0,4,GOLD,490,Mid-Age,New,0,3,0,0,High,0,1.845191459897005e-05,Low Risk,16476.882,Low Priority
665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1,1,2,GOLD,843,Senior,Established,1,1,1,0,Low,1,0.998320020927294,High Risk,110721.686,Low Priority
551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1,1,2,DIAMOND,289,Senior,Early,1,1,1,1,High,3,0.9980226085803986,High Risk,120662.056,Low Priority
645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0,0,5,DIAMOND,420,Mid-Age,Early,0,2,0,0,Low,1,0.0036832140198671,Low Risk,64293.814,Low Priority
616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0,0,1,PLATINUM,564,Young,Established,1,2,1,1,High,3,8.630254408031731e-05,Low Risk,163393.163,Low Priority
582,France,Female,32,1,116409.55,1,0,1,152790.92,0,0,4,SILVER,519,Mid-Age,New,1,2,0,1,High,1,0.0034962702232402,Low Risk,131688.642,Low Priority
365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1,1,4,DIAMOND,342,Young,,1,1,0,1,Medium,2,0.9988310578789984,High Risk,135913.855,Low Priority
697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1,1,3,DIAMOND,322,Mid-Age,Established,1,2,0,1,Low,1,0.8893681431455325,High Risk,133330.13999999998,Low Priority
704,France,Male,31,0,0.0,2,1,0,183038.33,0,0,1,DIAMOND,349,Mid-Age,,0,2,1,0,High,2,4.586541772746454e-05,Low Risk,18303.833,Low Priority
656,France,Female,46,5,113402.14,2,1,1,138849.06,0,0,4,SILVER,605,Senior,Early,1,3,0,0,High,0,0.0006902109089975,Low Risk,127287.046,Low Priority
712,France,Female,31,7,0.0,2,1,0,170333.38,0,0,4,SILVER,754,Mid-Age,Established,0,2,0,0,High,1,0.0025879666046676,Low Risk,17033.338,Low Priority
748,France,Male,40,0,0.0,1,0,0,60416.76,0,0,4,SILVER,724,Mid-Age,,0,1,0,1,Low,2,0.1219391699322385,Low Risk,6041.676,Low Priority
724,France,Male,28,9,0.0,2,1,1,100240.2,0,0,2,GOLD,664,Young,Established,0,3,1,0,Medium,1,5.870299497570556e-07,Low Risk,10024.02,Low Priority
691,France,Male,50,6,136953.47,1,1,1,2704.98,0,0,5,PLATINUM,469,Senior,Established,1,3,0,1,Low,1,0.0005875168601613,Low Risk,137223.968,Low Priority
563,France,Male,33,8,0.0,2,0,1,68815.05,0,0,5,PLATINUM,983,Mid-Age,Established,0,2,0,0,Medium,0,0.0014804013182998,Low Risk,6881.505000000001,Low Priority
741,France,Male,32,5,0.0,1,1,1,64839.23,0,0,3,SILVER,485,Mid-Age,Early,0,3,0,1,Low,1,4.845382394238184e-06,Low Risk,6483.923000000001,Low Priority
778,France,Male,44,8,123863.64,1,1,0,144494.94,0,0,1,DIAMOND,830,Mid-Age,Established,1,2,1,1,High,3,6.064706594603999e-05,Low Risk,138313.134,Low Priority
848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,0,5,GOLD,295,Young,Established,1,3,0,1,High,1,2.3903278451142584e-05,Low Risk,139362.924,Low Priority
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0,0,5,PLATINUM,808,Mid-Age,New,1,3,0,1,Low,1,0.0001367193728346,Low Risk,154036.12199999997,Low Priority
505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0,0,1,DIAMOND,910,Mid-Age,Established,0,3,1,0,High,1,1.5070122814572605e-06,Low Risk,63375.887,Low Priority
692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0,0,2,SILVER,357,Senior,Established,1,1,1,0,Medium,2,0.2188199605605245,Low Risk,162908.709,Low Priority
537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1,1,3,SILVER,367,Senior,Established,1,1,0,1,Low,2,0.9998179740933492,High Risk,104789.31400000001,Low Priority
633,France,Male,29,10,130206.28,1,1,0,184654.87,0,0,5,GOLD,957,Young,Established,1,2,0,1,High,2,0.0028905312746118,Low Risk,148671.767,Low Priority
833,France,Female,28,4,136674.51,2,0,0,5278.78,0,0,5,GOLD,502,Young,Early,1,1,0,0,Low,1,0.4613339741346812,Medium Risk,137202.388,Low Priority
592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,0,5,PLATINUM,482,Mid-Age,New,1,3,0,1,Medium,1,0.0001233801043226,Low Risk,211646.923,Low Priority
587,Spain,Male,48,1,0.0,2,1,1,8908.0,0,0,5,DIAMOND,660,Senior,New,0,3,0,0,Low,0,0.0004117065808079,Low Risk,890.8000000000001,Low Priority
550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,0,5,GOLD,679,Elder,Established,0,2,0,1,Low,1,0.0131773950335058,Low Risk,87376.627,Low Priority
680,France,Female,24,10,0.0,3,1,0,154971.63,1,1,3,SILVER,434,Young,Established,0,1,0,0,High,1,0.9927829078809473,High Risk,15497.163,Low Priority
622,Spain,Female,41,9,0.0,2,1,1,155786.39,0,0,3,PLATINUM,292,Mid-Age,Established,0,3,0,0,High,0,1.3385050371606917e-05,Low Risk,15578.639000000003,Low Priority
594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0,0,5,GOLD,689,Young,,1,2,0,0,Medium,1,0.0160034735946686,Low Risk,155483.19199999998,Low Priority
643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0,0,3,GOLD,806,Mid-Age,Established,1,2,0,1,High,1,0.0029212314266244,Low Risk,179279.381,Low Priority
540,France,Male,25,5,116160.23,1,1,0,13411.67,0,0,5,SILVER,906,Young,Early,1,2,0,1,Low,2,0.003272622401244,Low Risk,117501.397,Low Priority
635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0,0,3,SILVER,558,Mid-Age,Early,1,2,0,0,Low,1,0.0015063334390382,Low Risk,100256.789,Low Priority
657,France,Male,32,3,118829.03,2,1,1,73127.61,0,0,2,DIAMOND,343,Mid-Age,Early,1,3,1,0,Medium,1,1.483383317996483e-06,Low Risk,126141.791,Low Priority
814,France,Male,31,1,118870.92,1,1,0,101704.19,0,0,3,DIAMOND,400,Mid-Age,New,1,2,0,1,Medium,2,0.0006704027327618,Low Risk,129041.339,Low Priority
600,France,Male,32,1,0.0,1,1,1,101986.16,0,0,4,SILVER,324,Mid-Age,New,0,3,0,1,Medium,1,1.308735817505228e-05,Low Risk,10198.616000000002,Low Priority
682,France,Female,46,2,0.0,1,1,1,114442.66,0,0,3,DIAMOND,257,Senior,New,0,3,0,1,Medium,1,0.0001426939409971,Low Risk,11444.266000000001,Low Priority
682,France,Male,38,4,107192.38,1,1,1,15669.17,0,0,3,PLATINUM,459,Mid-Age,Early,1,3,0,1,Low,1,9.725004118459652e-06,Low Risk,108759.297,Low Priority
566,France,Male,42,3,108010.78,1,1,1,157486.1,0,0,3,GOLD,509,Mid-Age,Early,1,3,0,1,High,1,1.5152646301712548e-05,Low Risk,123759.39,Low Priority
550,Spain,Male,34,3,0.0,2,0,0,131281.28,0,0,5,SILVER,806,Mid-Age,Early,0,1,0,0,Medium,1,0.1373846580397385,Low Risk,13128.128,Low Priority
630,France,Male,26,7,129837.72,2,0,1,197001.15,0,0,1,DIAMOND,716,Young,Established,1,2,1,0,High,1,3.44036836283757e-05,Low Risk,149537.835,Low Priority
546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,1,5,SILVER,369,Senior,Early,1,1,0,0,Medium,1,0.9999922657195272,High Risk,119346.497,Low Priority
486,France,Male,63,9,97009.15,1,1,1,85101.0,0,0,1,GOLD,575,Elder,Established,0,3,1,1,Medium,2,2.4647422298821743e-06,Low Risk,105519.25,Low Priority
762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,0,3,SILVER,504,Mid-Age,Established,1,1,0,0,High,1,0.0382617652798621,Low Risk,137911.624,Low Priority
692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,1,4,DIAMOND,489,Mid-Age,Established,1,1,0,0,Medium,0,0.9993383148272268,High Risk,163100.916,Critical Priority
498,France,Female,30,1,0.0,2,0,0,135795.53,0,0,5,GOLD,371,Young,New,0,1,0,0,High,1,0.4158282696329942,Medium Risk,13579.553,Low Priority
850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,1,2,PLATINUM,240,Senior,Established,0,0,1,1,Low,3,0.9996960072681536,High Risk,2586.767,Low Priority
603,France,Male,35,6,128993.76,2,1,0,130483.56,0,0,4,DIAMOND,733,Mid-Age,Established,1,2,0,0,Medium,1,0.0020693650252987,Low Risk,142042.11599999998,Low Priority
551,France,Female,36,5,0.0,1,1,0,183479.12,0,0,4,PLATINUM,960,Mid-Age,Early,0,2,0,1,High,2,0.0023605372732424,Low Risk,18347.912,Low Priority
627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0,0,4,SILVER,606,Young,,1,3,0,0,Medium,0,9.885731498926544e-05,Low Risk,192970.184,Low Priority
515,France,Female,28,9,0.0,2,0,0,94141.75,0,0,3,PLATINUM,772,Young,Established,0,1,0,0,Medium,1,0.0497101388649866,Low Risk,9414.175000000001,Low Priority
605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0,0,5,PLATINUM,851,Young,Early,1,1,0,1,Low,2,0.3127937299061248,Medium Risk,117215.095,Low Priority
567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0,0,3,GOLD,886,Young,Early,1,2,0,1,Medium,2,0.0014749013520829,Low Risk,140676.43899999998,Low Priority
568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0,0,3,DIAMOND,893,Young,New,1,2,0,0,Medium,0,0.0040798463904106,Low Risk,139638.809,Low Priority
571,Germany,Male,25,6,82506.72,2,1,0,167705.07,0,0,3,DIAMOND,624,Young,Established,0,2,0,0,High,1,0.0016408188614663,Low Risk,99277.227,Low Priority
634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1,1,5,GOLD,674,Senior,New,1,2,0,1,Medium,1,0.9930299467071227,High Risk,117618.895,Low Priority
768,Spain,Female,42,3,0.0,1,0,0,161242.99,1,1,1,SILVER,651,Mid-Age,Early,0,0,1,1,High,3,0.9984488091222598,High Risk,16124.298999999999,Low Priority
554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0,0,3,DIAMOND,530,Mid-Age,Early,1,2,0,0,Low,1,0.0079100255365064,Low Risk,158389.843,Low Priority
629,France,Male,35,1,172170.36,1,1,1,159777.37,0,0,2,GOLD,230,Mid-Age,New,1,3,1,1,High,2,1.7154150483448198e-06,Low Risk,188148.09699999998,Low Priority
638,Spain,Male,48,2,0.0,2,1,1,7919.08,0,0,1,DIAMOND,674,Senior,New,0,3,1,0,Low,1,3.647372150668348e-06,Low Risk,791.908,Low Priority
576,France,Male,41,1,0.0,1,1,1,188274.6,0,0,3,DIAMOND,999,Mid-Age,New,0,3,0,1,High,1,9.222419777094637e-06,Low Risk,18827.460000000003,Low Priority
661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1,1,2,PLATINUM,828,Mid-Age,Established,0,1,1,1,Low,3,0.9374623569349017,High Risk,78122.25200000001,Low Priority
592,France,Female,27,4,0.0,2,1,1,183569.25,0,0,5,PLATINUM,900,Young,Early,0,3,0,0,High,0,8.072419523102726e-05,Low Risk,18356.925,Low Priority
702,Spain,Male,30,2,0.0,2,1,1,145537.32,0,0,3,GOLD,786,Young,New,0,3,0,0,High,0,5.898568632247618e-06,Low Risk,14553.732000000002,Low Priority
647,France,Female,29,0,98263.46,2,1,0,164717.95,0,0,2,GOLD,621,Young,,1,2,1,0,High,2,0.0004093481594465,Low Risk,114735.255,Low Priority
593,France,Male,43,9,0.0,2,1,1,76357.43,0,0,1,DIAMOND,931,Mid-Age,Established,0,3,1,0,Medium,1,4.2945268456714406e-07,Low Risk,7635.7429999999995,Low Priority
712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1,1,1,GOLD,778,Mid-Age,Early,1,1,1,0,Medium,2,0.9771955175405518,High Risk,121324.662,Low Priority
625,Spain,Female,31,8,0.0,2,1,0,151843.54,0,0,2,SILVER,617,Mid-Age,Established,0,2,1,0,High,2,0.0001010754987021,Low Risk,15184.354000000001,Low Priority
538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0,0,4,DIAMOND,659,Young,Established,1,2,0,1,Low,1,0.0085052756639334,Low Risk,164935.337,Low Priority
637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0,0,2,SILVER,430,Young,Early,1,2,1,1,Medium,3,0.0001014258057081,Low Risk,111086.555,Low Priority
632,France,Male,27,4,193125.85,1,1,1,152665.85,0,0,4,GOLD,262,Young,Early,1,3,0,1,High,1,2.7578930619394123e-05,Low Risk,208392.435,Low Priority
736,France,Male,27,5,51522.75,1,0,1,192131.77,0,0,4,SILVER,562,Young,Early,0,2,0,1,High,1,0.0009818030819757,Low Risk,70735.927,Low Priority
755,France,Male,23,5,84284.48,2,1,1,62851.6,0,0,5,DIAMOND,453,Young,Early,0,3,0,0,Low,0,3.9663380009515584e-05,Low Risk,90569.64,Low Priority
425,Spain,Female,39,5,0.0,2,1,0,140941.47,0,0,1,DIAMOND,426,Mid-Age,Early,0,2,1,0,High,2,8.4821990022798e-05,Low Risk,14094.147,Low Priority
461,France,Male,51,9,119889.84,1,0,0,56767.67,1,1,1,GOLD,933,Senior,Established,1,0,1,1,Low,3,0.9996499241267524,High Risk,125566.60699999999,Low Priority
745,France,Male,21,4,137910.45,1,1,1,177235.23,0,0,3,PLATINUM,923,Young,Early,1,3,0,1,High,1,5.488892721282199e-06,Low Risk,155633.973,Low Priority
616,France,Female,37,6,0.0,2,1,0,86242.18,0,0,2,PLATINUM,850,Mid-Age,Established,0,2,1,0,Medium,2,0.0001537122835365,Low Risk,8624.217999999999,Low Priority
587,France,Male,33,5,100116.82,1,1,0,34215.58,0,0,5,SILVER,492,Mid-Age,Early,1,2,0,1,Low,2,0.0037372101020378,Low Risk,103538.37800000001,Low Priority
850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0,0,1,SILVER,563,Mid-Age,Early,1,2,1,0,Low,1,0.000160545293967,Low Risk,170522.767,Low Priority
601,France,Female,38,0,0.0,2,1,0,165196.65,0,0,4,PLATINUM,657,Mid-Age,,0,2,0,0,High,1,0.0054064983000528,Low Risk,16519.665,Low Priority
730,Spain,Male,26,3,0.0,1,1,0,34542.41,0,0,3,GOLD,805,Young,Early,0,2,0,1,Low,2,0.0003054150232915,Low Risk,3454.2410000000004,Low Priority
532,France,Male,44,3,148595.55,1,1,0,74838.64,1,1,1,PLATINUM,955,Mid-Age,Early,1,1,1,1,Medium,3,0.8840775060350194,High Risk,156079.414,Critical Priority
850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0,0,4,GOLD,325,Senior,New,0,2,0,0,Low,1,0.0673905175273871,Low Risk,97777.024,Low Priority
779,Spain,Female,34,5,0.0,2,0,1,111676.63,0,0,1,SILVER,945,Mid-Age,Early,0,2,1,0,Medium,1,3.503955860565814e-05,Low Risk,11167.663,Low Priority
562,France,Male,29,9,0.0,1,1,1,25858.68,0,0,1,SILVER,512,Young,Established,0,3,1,1,Low,2,2.551954225286087e-07,Low Risk,2585.8680000000004,Low Priority
670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1,1,3,SILVER,955,Mid-Age,New,1,0,0,0,High,1,0.999973407228721,High Risk,182651.78,Critical Priority
729,France,Female,62,4,140549.4,1,1,0,30990.16,1,1,3,GOLD,726,Elder,Early,1,1,0,1,Low,2,0.9994528875581482,High Risk,143648.416,Critical Priority
767,France,Female,44,2,152509.25,1,1,1,136915.15,0,0,4,GOLD,777,Mid-Age,New,1,3,0,1,High,1,9.326000172898768e-05,Low Risk,166200.765,Low Priority
742,France,Female,28,2,191864.51,1,1,0,108457.99,1,1,5,SILVER,489,Young,New,1,1,0,1,Medium,2,0.9992962808740524,High Risk,202710.309,Critical Priority
669,France,Female,44,8,96418.09,1,0,0,131609.48,1,1,3,SILVER,915,Mid-Age,Established,0,0,0,1,Medium,2,0.9999253715080898,High Risk,109579.038,Low Priority
542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0,0,3,SILVER,406,Mid-Age,New,1,2,0,1,High,1,0.0004552961753512,Low Risk,147919.696,Low Priority
586,France,Male,29,3,0.0,2,1,1,142238.54,0,0,2,GOLD,1000,Young,Early,0,3,1,0,High,1,1.0442322064278946e-06,Low Risk,14223.854000000001,Low Priority
612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1,1,5,GOLD,763,Young,Established,1,1,0,1,Medium,2,0.9988818143161045,High Risk,153499.205,Critical Priority
740,France,Female,37,7,0.0,2,1,1,194270.91,0,0,1,DIAMOND,741,Mid-Age,Established,0,3,1,0,High,1,9.92015256784538e-07,Low Risk,19427.091,Low Priority
584,France,Male,35,3,146311.58,1,1,1,105443.47,0,0,1,GOLD,292,Mid-Age,Early,1,3,1,1,Medium,2,5.545883541363501e-07,Low Risk,156855.927,Low Priority
524,France,Male,52,2,87894.26,1,1,0,173899.42,1,1,4,SILVER,771,Senior,New,0,1,0,1,High,2,0.9996447209961828,High Risk,105284.20199999999,Low Priority
614,France,Female,19,5,97445.49,2,1,0,122823.34,0,0,5,PLATINUM,596,Young,Early,1,2,0,0,Medium,1,0.0053151592524826,Low Risk,109727.82400000001,Low Priority
598,France,Female,64,9,0.0,1,0,1,13181.37,1,1,5,GOLD,753,Elder,Established,0,1,0,1,Low,1,0.9997459847976252,High Risk,1318.1370000000002,Low Priority
799,Spain,Male,35,7,0.0,2,0,1,140780.8,0,0,4,PLATINUM,695,Mid-Age,Established,0,2,0,0,High,0,0.0006763223577306,Low Risk,14078.08,Low Priority
724,France,Male,34,2,154485.74,2,0,0,78560.64,0,0,1,DIAMOND,518,Mid-Age,New,1,1,1,0,Medium,2,0.003696304085125,Low Risk,162341.804,Low Priority
601,France,Male,50,2,115625.07,1,1,0,185855.21,0,0,5,DIAMOND,666,Senior,New,1,2,0,1,High,2,0.0579705925585866,Low Risk,134210.59100000001,Low Priority
804,France,Male,25,7,108396.67,1,1,0,128276.95,0,0,1,DIAMOND,399,Young,Established,1,2,1,1,Medium,3,2.7762304764358687e-05,Low Risk,121224.36499999999,Low Priority
745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0,0,3,PLATINUM,603,Mid-Age,Early,0,3,0,0,High,0,2.3153204137616008e-05,Low Risk,79115.152,Low Priority
667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1,1,4,DIAMOND,784,Mid-Age,New,1,1,0,1,Low,2,0.998878712279954,High Risk,106264.689,Low Priority
518,France,Female,38,10,84764.79,1,1,1,162253.9,0,0,4,SILVER,289,Mid-Age,Established,0,3,0,1,High,1,4.026634476500162e-05,Low Risk,100990.18,Low Priority
819,France,Female,38,10,0.0,2,1,0,30498.7,0,0,3,SILVER,380,Mid-Age,Established,0,2,0,0,Low,1,0.0012829542938104,Low Risk,3049.8700000000003,Low Priority
